Squirrel_Id,Snake_ID,Squirrel_Pop,Snake_Pop,Snake_Elevation,Squirrel_Elevation,PairedGeoDistance,SnakeElevType,SquirrelElevType,Comparison_Type, Baseline_Metalloproteinase Activity ,Metalloproteinase_Activity_Serum_Present,Change_in_Activity
208,236,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,450.44,308.36,-142.08
208,265,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,255.17,267.23,12.06
208,305,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,591.33,304.83,-286.5
208,321,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,1526.79,1466.01,-60.78
208,335,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,853.05,517.72,-335.33
208,347,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,441.94,279.13,-162.81
209,14,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,798.38,516.03,-282.35
209,77,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,576.98,258.85,-318.13
209,106,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1099.35,667.68,-431.67
209,137,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,409.99,461.56,51.57
209,152,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,494.98,251.56,-243.42
209,188,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,889.19,429.43,-459.76
209,221,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,754.11,441.7,-312.41
209,234,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,648.92,311.85,-337.07
209,256,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,439.74,318.83,-120.91
209,311,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,447.01,460.89,13.88
209,319,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,1060.28,848.23,-212.05
209,342,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,569.18,105.76,-463.42
211,42,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,1398.71,1501.71,103
211,91,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,747.36,684.51,-62.85
211,132,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,366.35,443.51,77.16
211,143,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,943.06,400.13,-542.93
211,184,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,905.91,416.51,-489.4
211,228,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,983.92,573.83,-410.09
211,235,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,920.18,348.88,-571.3
211,267,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,1140.13,816.21,-323.92
211,286,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,440.74,169.23,-271.51
211,313,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,196.77,273.84,77.07
211,320,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,1000.64,413.44,-587.2
211,337,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,1066.86,615.17,-451.69
213,64,McLaughlin Res,Blue Oaks,763,715,173980.59,High,High,AS,805.47,543.38,-262.09
213,90,McLaughlin Res,Chico Creek,381,715,119951.95,Low,High,AD,761.7,583.56,-178.14
213,114,McLaughlin Res,Chimineas,810,715,462546.44,High,High,AS,705.51,489.36,-216.15
213,131,McLaughlin Res,Hopland REC,253,715,65032.18,Low,High,AD,262.06,456.08,194.02
213,140,McLaughlin Res,Humboldt Co,645,715,243634.95,High,High,AS,1249.5,1079.15,-170.35
213,180,McLaughlin Res,McLaughlin Res,715,715,0,High,High,Sympatric,858.18,558,-300.18
213,219,McLaughlin Res,Cantua Creek,530,715,315581.42,High,High,AS,1143.54,599.59,-543.95
213,232,McLaughlin Res,San Joaquin Exp R,323,715,303738.6,Low,High,AD,849.11,592.63,-256.48
213,262,McLaughlin Res,Sedgwick,332,715,507422.68,Low,High,AD,743.3,547.94,-195.36
213,290,McLaughlin Res,Sutter Buttes,85,715,65099.23,Low,High,AD,945.83,408.04,-537.79
213,304,McLaughlin Res,Vandenberg,385,715,500289.08,Low,High,AD,298.93,233.63,-65.3
213,333,McLaughlin Res,Windwolves,715,715,517356.34,High,High,AS,790.98,481.97,-309.01
231,64,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,805.47,695.33,-110.14
231,83,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,677.74,659.17,-18.57
231,106,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1099.35,721.62,-377.73
231,134,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,304.79,527.26,222.47
231,141,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,856.68,760.94,-95.74
231,182,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,1764.36,2028.79,264.43
231,217,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,1476.47,966.03,-510.44
231,238,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,644.51,536.99,-107.52
231,253,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,1389.02,1027.07,-361.95
231,305,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,591.33,376.38,-214.95
231,320,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,1000.64,575.84,-424.8
231,348,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,740.9,441.67,-299.23
232,42,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,1398.71,1529.45,130.74
232,88,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,621.68,384.5,-237.18
232,135,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,125.81,358.55,232.74
232,161,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,275.39,306.18,30.79
232,168,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,1078.88,522.58,-556.3
232,225,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,1065.59,664.66,-400.93
232,242,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,489.33,294.35,-194.98
232,256,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,439.74,465.64,25.9
232,314,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,935.4,411.59,-523.81
232,334,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,610.63,440.77,-169.86
232,338,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1354.09,1135.47,-218.62
232,345,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,198.9,137.31,-61.59
235,14,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,798.38,548.1,-250.28
235,78,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,707.53,276.09,-431.44
235,115,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1580.44,972.29,-608.15
235,137,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,409.99,434.15,24.16
235,152,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,494.98,265.95,-229.03
235,181,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,270.64,122.94,-147.7
235,219,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,1143.54,431.51,-712.03
235,234,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,648.92,282.05,-366.87
235,254,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,888.79,615.28,-273.51
235,304,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,298.93,223.96,-74.97
235,316,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,1208.72,562.84,-645.88
235,347,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,441.94,136.54,-305.4
236,68,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,166.49,147.29,-19.2
236,90,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,761.7,508.04,-253.66
236,129,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,191.3,255.49,64.19
236,142,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,688.94,399.03,-289.91
236,184,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,905.91,425.71,-480.2
236,220,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,742.96,352.69,-390.27
236,240,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,447.01,236.17,-210.84
236,267,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,1140.13,733.44,-406.69
236,288,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,771.87,406.96,-364.91
236,311,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,447.01,550.05,103.04
236,331,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,477.38,254.29,-223.09
236,336,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1135.54,669.94,-465.6
237,17,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,847.3,784.85,-62.45
237,91,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,747.36,628.64,-118.72
237,105,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1475,1355.16,-119.84
237,123,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,410.26,254.55,-155.71
237,140,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,1249.5,1100.77,-148.73
237,188,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,889.19,749.19,-140
237,228,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,983.92,842.39,-141.53
237,236,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,450.44,283.09,-167.35
237,266,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,706.13,666.96,-39.17
237,313,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,196.77,228.94,32.17
237,319,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,1060.28,962.44,-97.84
237,341,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,1084.18,776.06,-308.12
238,30,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,839.47,848.05,8.58
238,84,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,790.17,717.4,-72.77
238,114,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,705.51,661.22,-44.29
238,127,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,859.56,902.82,43.26
238,151,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,790.98,713.01,-77.97
238,176,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,1075.21,1045.78,-29.43
238,216,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,1106.14,846.37,-259.77
238,239,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,923.41,732.88,-190.53
238,263,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,788.18,706.7,-81.48
238,300,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,1031.86,842.93,-188.93
238,333,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,790.98,741.63,-49.35
238,342,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,569.18,315.29,-253.89
239,50,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,709.02,528.78,-180.24
239,82,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,678.73,456.94,-221.79
239,131,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,262.06,426.17,164.11
239,147,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,809.28,491.19,-318.09
239,180,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,858.18,490.66,-367.52
239,221,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,754.11,396.2,-357.91
239,235,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,920.18,511.17,-409.01
239,264,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,976.82,551.77,-425.05
239,285,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,639.4,260.19,-379.21
239,301,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,1031.57,621.44,-410.13
239,332,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,818.54,475.65,-342.89
239,337,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1066.86,756.13,-310.73
240,28,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,977.18,704.33,-272.85
240,77,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,576.98,336.31,-240.67
240,132,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,366.35,521.66,155.31
240,143,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,943.06,591.12,-351.94
240,167,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,1247.14,910.39,-336.75
240,222,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,823.66,592.79,-230.87
240,241,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,488.55,310.57,-177.98
240,262,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,743.3,463.18,-280.12
240,290,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,945.83,297.88,-647.95
240,307,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,1121.58,469.01,-652.57
240,317,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,1051.68,764.89,-286.79
240,335,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,853.05,546.69,-306.36
241,22,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,904.55,1138.03,233.48
241,93,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,979.46,1230.11,250.65
241,111,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1196.65,922.36,-274.29
241,133,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,499.37,398.33,-101.04
241,139,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,847.82,634.07,-213.75
241,170,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,1022.63,946.4,-76.23
241,223,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,1031.72,674.23,-357.49
241,237,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,851.2,744.36,-106.84
241,268,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,474.62,367.64,-106.98
241,286,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,440.74,224.04,-216.7
241,315,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,999.97,608.27,-391.7
241,321,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,1526.79,1644.41,117.62
242,44,Cantua Creek,Blue Oaks,763,530,149801.36,High,High,AS,1052.02,1013.76,-38.26
242,79,Cantua Creek,Chico Creek,381,530,392888.05,Low,High,AD,829.12,574.89,-254.23
242,125,Cantua Creek,Hopland REC,253,530,365084.7,Low,High,AD,159.79,152.14,-7.65
242,157,Cantua Creek,Humboldt Co,645,530,559214.46,High,High,AS,1340.08,992.12,-347.96
242,179,Cantua Creek,McLaughlin Res,715,530,315581.42,High,High,AS,1122.04,637.09,-484.95
242,227,Cantua Creek,Cantua Creek,530,530,0,High,High,Sympatric,552.07,409.95,-142.12
242,232,Cantua Creek,San Joaquin Exp R,323,530,106661.35,Low,High,AD,849.11,452.4,-396.71
242,265,Cantua Creek,Sedgwick,332,530,196410.02,Low,High,AD,255.17,308.86,53.69
242,287,Cantua Creek,Sutter Buttes,85,530,334886.31,Low,High,AD,746.07,275.91,-470.16
242,309,Cantua Creek,Vandenberg,385,530,199673.38,Low,High,AD,163.02,176.94,13.92
242,318,Cantua Creek,Windwolves,715,530,203081.21,High,High,AS,1128.89,764.5,-364.39
242,339,Cantua Creek,Chimineas,810,530,148130.12,High,High,AS,1283.33,866.46,-416.87
245,64,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,805.47,965.59,160.12
245,83,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,677.74,812.82,135.08
245,105,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1475,1389.39,-85.61
245,135,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,125.81,388.11,262.3
245,151,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,790.98,528.9,-262.08
245,168,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,1078.88,929.43,-149.45
245,228,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,983.92,862.42,-121.5
245,238,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,644.51,665.7,21.19
245,262,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,743.3,692.64,-50.66
245,307,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,1121.58,818.8,-302.78
245,317,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,1051.68,1096.78,45.1
245,342,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,569.18,219.17,-350.01
247,68,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,166.49,119.99,-46.5
247,88,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,621.68,390.28,-231.4
247,106,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1099.35,648.01,-451.34
247,129,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,191.3,294.09,102.79
247,142,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,688.94,391.95,-296.99
247,179,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,1122.04,845.96,-276.08
247,225,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,1065.59,501.38,-564.21
247,234,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,648.92,386.24,-262.68
247,256,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,439.74,399.56,-40.18
247,286,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,440.74,112.65,-328.09
247,314,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,935.4,589.81,-345.59
247,333,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,790.98,424.31,-366.67
248,14,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,798.38,805.64,7.26
248,93,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,979.46,1128.28,148.82
248,123,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,410.26,290.45,-119.81
248,139,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,847.82,651.75,-196.07
248,184,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,905.91,654.15,-251.76
248,221,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,754.11,605.38,-148.73
248,240,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,447.01,348.03,-98.98
248,266,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,706.13,538.78,-167.35
248,315,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,999.97,625.18,-374.79
248,334,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,610.63,540.19,-70.44
248,335,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,853.05,564.7,-288.35
248,348,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,740.9,397.13,-343.77
249,50,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,709.02,600.58,-108.44
249,77,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,576.98,318.6,-258.38
249,125,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,159.79,117.95,-41.84
249,140,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,1249.5,945.26,-304.24
249,180,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,858.18,367.59,-490.59
249,219,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,1143.54,550.91,-592.63
249,236,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,450.44,243.89,-206.55
249,253,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,1389.02,885.2,-503.82
249,304,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,298.93,268.13,-30.8
249,331,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,477.38,229.31,-248.07
249,337,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1066.86,643.68,-423.18
249,345,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,198.9,112.66,-86.24
250,30,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,839.47,769.62,-69.85
250,84,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,790.17,621.25,-168.92
250,114,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,705.51,636.86,-68.65
250,133,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,499.37,398.1,-101.27
250,143,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,943.06,698.89,-244.17
250,167,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,1247.14,1126.53,-120.61
250,227,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,552.07,481.8,-70.27
250,242,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,489.33,329.78,-159.55
250,267,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,1140.13,957.7,-182.43
250,287,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,746.07,398.38,-347.69
250,313,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,196.77,269.36,72.59
250,318,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,1128.89,1034.97,-93.92
253,22,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,904.55,848.74,-55.81
253,78,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,707.53,342.89,-364.64
253,115,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1580.44,1043.27,-537.17
253,127,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,859.56,784.18,-75.38
253,161,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,275.39,198.81,-76.58
253,182,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,1764.36,1916.56,152.2
253,222,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,823.66,415.88,-407.78
253,241,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,488.55,227.89,-260.66
253,254,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,888.79,700.33,-188.46
253,300,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,1031.86,523.53,-508.33
253,320,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,1000.64,387.28,-613.36
253,347,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,441.94,130.99,-310.95
254,42,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,1398.71,1112.22,-286.49
254,82,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,678.73,282.89,-395.84
254,132,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,366.35,441.65,75.3
254,141,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,856.68,380.08,-476.6
254,170,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,1022.63,447.74,-574.89
254,216,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,1106.14,416.75,-689.39
254,239,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,923.41,272.26,-651.15
254,263,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,788.18,343.66,-444.52
254,290,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,945.83,213.57,-732.26
254,301,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,1031.57,634.36,-397.21
254,319,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,1060.28,400,-660.28
254,336,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1135.54,533.1,-602.44
256,28,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,977.18,593.42,-383.76
256,90,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,761.7,502.28,-259.42
256,134,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,304.79,521.85,217.06
256,147,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,809.28,298.14,-511.14
256,176,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,1075.21,704.98,-370.23
256,217,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,1476.47,849.67,-626.8
256,235,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,920.18,296.12,-624.06
256,268,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,474.62,300.19,-174.43
256,309,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,163.02,161.92,-1.1
256,316,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,1208.72,612.58,-596.14
256,339,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1283.33,906.21,-377.12
256,341,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,1084.18,402.49,-681.69
260,17,San Joaquin Exp R,Blue Oaks,763,323,180548.48,High,Low,AD,847.3,687.59,-159.71
260,91,San Joaquin Exp R,Chico Creek,381,323,349900.99,Low,Low,AS,747.36,829.58,82.22
260,111,San Joaquin Exp R,Chimineas,810,323,215854.05,High,Low,AD,1196.65,710.03,-486.62
260,131,San Joaquin Exp R,Hopland REC,253,323,363956.29,Low,Low,AS,262.06,711.09,449.03
260,157,San Joaquin Exp R,Humboldt Co,645,323,539622.37,High,Low,AD,1340.08,1387.52,47.44
260,181,San Joaquin Exp R,McLaughlin Res,715,323,303738.6,High,Low,AD,270.64,205.55,-65.09
260,223,San Joaquin Exp R,Cantua Creek,530,323,106661.35,High,Low,AD,1031.72,608.98,-422.74
260,237,San Joaquin Exp R,San Joaquin Exp R,323,323,0,Low,Low,Sympatric,851.2,569.53,-281.67
260,264,San Joaquin Exp R,Sedgwick,332,323,268477.43,Low,Low,AS,976.82,628.14,-348.68
260,285,San Joaquin Exp R,Sutter Buttes,85,323,301602.5,Low,Low,AS,639.4,322.08,-317.32
260,305,San Joaquin Exp R,Vandenberg,385,323,284828.04,Low,Low,AS,591.33,316.31,-275.02
260,321,San Joaquin Exp R,Windwolves,715,323,241853.78,High,Low,AD,1526.79,1363.99,-162.8
